,Unnamed: 0,Event_ID,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),Grass_Burned(ha),CO2(kg),CO(kg),CH4(kg),NMOC(kg),SO2(kg),NH3(kg),NO(kg),NO2(kg),NOx(kg),PM2.5(kg),OC(kg),BC(kg),TSLF
20,15,CA4003412014019840821,SECOND,40.034,-120.14,1984,8,486.09,1.53,414.54,64.89,0.54,4.59,45807457.68,2466574.65,85945.014,677814.48,24070.8393,39277.278,30449.349,27455.5026,45116.001,265825.791,229707.621,22496.6871,1
21,41,CA4001112181719840907,BRUSHY,40.011,-121.817,1984,9,1131.3,0.0,83.61,1034.46,9.36,3.87,133152830.5,6681807.45,283083.543,1947857.76,74122.1271,100662.5745,77802.858,80003.4957,107908.497,829024.137,850421.457,42796.2987,1
22,11,CA3651011888219841010,BEAR CREEK,36.51,-118.882,1984,10,529.02,2.52,391.23,116.28,18.99,0.0,53775597.42,2798386.38,107588.619,790804.08,28967.3784,43422.8823,33475.689,32143.1013,48136.41,323483.184,306766.386,21871.7874,7
23,62,CA3544311877719850503,ADELAIDE,35.443,-118.777,1985,5,426.15,31.77,223.11,168.66,2.34,0.27,20238903.9,1184081.67,30942.405,307915.2,10912.0329,19916.5455,16770.978,13255.7787,26227.827,104794.119,59852.727,14628.4065,0
24,97,CA3662312097919850526,BUMB,36.623,-120.979,1985,5,524.25,0.0,0.9,500.49,22.86,0.0,27619454.88,1543141.44,47160.792,417018.24,15551.1792,25164.2808,21338.136,18162.9576,32397.408,151337.808,108673.344,16607.0016,1
25,63,CA3545811870719850628,RICH BAR,35.458,-118.707,1985,6,3294.18,1.8,1175.04,2081.16,4.59,31.59,311359060.8,16843267.98,579125.844,4609133.28,162525.5694,269140.5144,208178.55,186128.1036,309643.182,1798589.538,1534782.87,156380.733,0
26,69,CA3602412138219850605,WIZARD,36.024,-121.382,1985,6,3464.1,5.49,1370.97,1746.27,326.88,14.49,352960487.8,18269217.54,712038.285,5191585.2,192433.2408,282226.9869,219263.895,212594.8671,313726.122,2132133.264,2041639.47,139448.6154,0
27,74,CA3634812146719850610,PINEY CREEK,36.348,-121.467,1985,6,645.12,3.06,373.59,206.19,62.19,0.09,51518990.52,2945450.7,84887.712,770855.04,25787.2734,48909.4776,38205.378,30996.6516,59188.05,278912.322,193187.502,33286.7214,0
28,78,CA3695911862619850625,DOUGHERTY,36.959,-118.626,1985,6,670.59,0.09,179.46,298.44,189.18,3.42,87235843.5,4290944.49,191430.171,1271769.12,49193.9415,63554.9301,48949.398,52336.1241,66393.945,553316.841,590228.937,23993.1315,0
29,83,CA3793011957119850630,PATEVALLEY,37.93,-119.571,1985,6,436.14,3.96,111.51,139.5,164.52,16.65,52969776.48,2668326.39,111893.544,775511.28,29441.8971,40325.931,31224.105,31867.758,43484.715,328546.269,334231.875,17510.9301,0
30,89,CA3985112177219850611,ROCK CREEK,39.851,-121.772,1985,6,472.68,0.09,162.9,256.41,53.28,0.0,56613523.86,2817498.69,122004.297,826799.04,31633.6167,42153.7779,32471.712,33937.7859,44628.165,355321.737,370835.613,17085.8367,0
31,98,CA3672712076819850609,PONOCHE 2,36.727,-120.768,1985,6,3037.41,239.49,0.72,2078.82,654.57,63.81,70495723.62,3991471.65,109887.219,1113655.68,51543.8523,65154.0033,69855.282,59592.8205,105778.737,359981.973,185390.973,48511.9899,1
32,61,CA3528712050619850701,LAS PILITAS,35.287,-120.506,1985,7,30691.53,269.19,14676.57,11708.37,3910.23,127.17,2884424071.0,148747367.5,5845600.899,42473843.28,1596440.752,2290316.575,1801962.207,1758229.881,2569676.508,17455994.55,16777867.07,1119845.218,0
33,65,CA3586112056119850717,UNNAMED,35.861,-120.561,1985,7,614.16,1.17,90.99,457.92,61.74,2.34,36499220.46,1954938.42,68260.491,545926.32,20929.1436,30935.2383,25955.397,23670.4725,38230.542,210283.74,177177.798,17939.8782,0
34,66,CA3590312056319850702,LOWES,35.903,-120.563,1985,7,1096.65,12.51,826.92,243.45,9.45,4.32,73760657.58,4026284.19,133450.407,1102271.04,40482.7497,64659.5613,52757.856,46544.7501,78901.803,418156.263,336625.299,39404.1681,0
35,67,CA3599412057519850706,BIG SANDY,35.994,-120.575,1985,7,1270.17,2.16,787.95,459.27,20.79,0.0,91968331.86,4911342.39,174055.059,1367693.28,50962.2741,77627.5821,62884.656,57604.1373,92462.067,534658.923,463044.519,43960.5657,0
36,68,CA3601111879719850712,TULARE 4,36.011,-118.797,1985,7,522.81,0.09,137.79,361.8,23.04,0.09,60638723.1,3061313.91,127727.793,887492.16,33489.2313,46355.7843,35707.59,36308.0727,49832.739,375603.831,381056.175,20307.4785,0
37,70,CA3603712055919850706,ANDREWS,36.037,-120.559,1985,7,2052.81,0.36,955.89,872.55,215.46,8.55,155644030.1,8169318.72,303963.174,2310209.28,88014.4812,127406.529,103940.622,98142.8238,150625.548,920368.98,833718.528,67966.7436,0
38,71,CA3606512116519850708,CHERRY,36.065,-121.165,1985,7,16852.77,233.19,6952.23,7508.61,1906.74,252.0,1146771191.0,62549452.26,2080332.765,17119486.8,625722.5952,1004124.644,814464.135,719264.1339,1217595.078,6513390.936,5275488.15,609182.5806,0
39,72,CA3606612146119850706,GORDA-RAT,36.066,-121.461,1985,7,19982.25,8.1,4438.26,9550.98,5739.75,245.16,2260006040.0,114123417.7,4753634.994,33111175.68,1256579.577,1728083.597,1341480.852,1362539.993,1873122.03,13981255.97,14140463.24,760762.377,0
40,73,CA3622712144019850702,SECO,36.227,-121.44,1985,7,847.26,3.51,392.4,405.36,42.03,3.96,78658108.74,4115045.79,155547.783,1160004.96,42785.5329,64092.8601,50138.64,47654.2089,72452.583,469658.079,437016.555,33181.9893,0
41,75,CA3637912058319850706,LOSGATOSIV,36.379,-120.583,1985,7,8238.69,182.43,5204.16,2425.86,335.61,90.63,693026965.8,36116876.52,1376592.048,10236886.56,384169.59,560581.7148,445661.244,426403.7028,641788.92,4144167.828,3867183.036,287707.428,0
42,76,CA3671511866219850728,SUGARLOAF,36.715,-118.662,1985,7,1077.93,1.08,687.51,352.17,24.39,12.78,110608645.7,5427717.93,243554.13,1612213.2,62561.4201,80222.9616,61871.193,66447.0126,83698.785,702924.975,752735.997,29848.1031,0
43,77,CA3673911825219850706,ONION,36.739,-118.252,1985,7,3475.53,0.18,3345.57,89.64,3.06,37.08,262419452.6,15826447.62,377163.72,3958221.6,122755.7394,271987.6428,210831.246,155843.5536,338026.338,1328261.886,685094.994,207200.2878,0
44,79,CA3714112191819850707,LEXINGTON,37.141,-121.918,1985,7,4693.77,4.32,915.93,1392.39,2366.82,14.31,588714053.0,29047231.62,1285709.76,8587058.4,331319.8674,431379.8748,332414.406,353259.3456,452490.138,3723573.726,3949054.434,166098.1158,0
45,80,CA3715812157619850708,FINLEY,37.158,-121.576,1985,7,759.24,1.08,257.4,400.32,93.69,6.75,60611626.08,3202834.95,117338.148,897698.16,33319.5291,50244.0354,40054.797,37378.1304,58388.715,357201.693,321157.323,27232.2981,0
46,84,CA3809512075419850704,GANN,38.095,-120.754,1985,7,407.52,0.09,73.8,277.02,56.61,0.0,43964083.44,2299235.31,87181.704,647034.48,23582.4615,35816.5422,27615.645,26271.1908,39893.391,263148.561,246534.255,18409.3713,0
47,88,CA3976912001319850708,HAL JNCT 2,39.769,-120.013,1985,7,961.2,0.9,237.15,590.4,101.34,31.41,76879960.92,4469955.03,121739.922,1152746.64,37585.0935,75061.2096,58345.515,45943.1514,91436.283,408035.313,261908.235,53046.8109,0
48,96,NV3985111997419850708,LONG VA,39.851,-119.974,1985,7,910.89,2.16,367.56,372.42,145.08,23.67,76776364.98,4320754.38,131310.279,1144777.68,38794.6584,70995.0735,55173.861,45983.7189,84566.214,423941.472,314914.554,46358.1846,1
49,64,CA3585712139119850803,UNNAMED,35.857,-121.391,1985,8,2940.75,27.63,1455.75,1081.89,332.37,43.11,308106311.8,15685549.83,639067.158,4522134.96,170819.8767,239082.3,186358.455,186342.201,262405.575,1890418.473,1876696.155,109778.0337,0
50,81,CA3763211995819850802,BRICEBURG,37.632,-119.958,1985,8,437.49,1.53,59.58,295.2,77.58,3.6,48124351.98,2488996.62,97306.875,707122.8,26086.8024,38434.3911,29660.409,28807.2405,42404.634,291200.688,280064.466,18874.3986,0
51,82,CA3776811881719850808,OWENS,37.768,-118.817,1985,8,1240.47,0.09,143.46,503.64,571.95,21.33,103494511.4,5873091.66,173592.756,1546031.52,52047.2574,97042.5504,75636.054,62146.0692,116593.398,565576.722,405287.046,64796.4378,0
52,85,CA3844612209319850831,MILLER,38.446,-122.093,1985,8,819.27,0.0,283.32,463.23,50.94,21.78,49103706.78,2643856.11,90685.107,736496.64,28409.0841,41984.3673,35649.684,32237.7633,52708.995,280701.207,231022.251,24885.1881,2
53,99,CA3874612210319851008,BALD MT.,38.746,-122.103,1985,10,2162.25,15.66,12.96,1913.31,182.97,37.35,159760031.0,8028360.99,335160.072,2362872.24,95471.1567,120803.031,101276.613,103134.9132,141110.127,982475.721,977142.807,53859.7233,7
54,116,CA3644512127719860524,BRYANT CANYON,36.445,-121.277,1986,5,856.8,76.41,200.43,565.47,13.95,0.54,32524972.2,1938177.18,46791.756,500051.52,18179.9118,32942.8116,28818.774,22305.924,45409.194,162785.394,77427.846,25425.495,1
55,117,CA3665912086319860602,PANOCHE 2,36.659,-120.863,1986,6,629.19,15.93,229.32,350.91,30.87,2.16,11087389.08,619332.12,17117.658,179796.96,9499.788,9956.1834,12330.63,10799.8686,18445.212,55420.632,24557.22,7634.6316,0
56,125,CA3765612152919860609,UNNAMED,37.656,-121.529,1986,6,1138.14,5.4,0.72,763.47,38.61,329.94,39618544.32,2341946.79,57254.004,615268.08,24151.4091,39522.8898,36824.013,29166.9624,57497.931,197443.341,90568.827,30645.9909,1
57,113,CA3524011954519860717,DERBY ACRE,35.24,-119.545,1986,7,669.87,70.29,267.84,326.07,0.63,5.04,11177066.16,628433.73,17126.514,180424.08,9275.2389,10161.5976,12211.677,10598.3262,18343.341,55834.371,24789.033,7806.0987,0
58,118,CA3680411928319860729,UNNAMED,36.804,-119.283,1986,7,432.54,0.0,61.47,369.45,0.72,0.9,43635296.34,2329368.66,83305.881,644357.52,23000.3424,36858.8709,28444.059,26052.5007,41843.358,255723.192,226988.766,20462.2758,0
59,120,CA3692111925619860721,SYCAMORE,36.921,-119.256,1986,7,471.24,0.0,183.78,284.67,1.62,1.17,53676152.82,2703632.04,113478.111,785340.72,29705.679,40861.7235,31482.567,32151.4533,43831.908,333175.122,339563.448,17692.3224,0
60,121,CA3775711971519860727,CASCADE CR,37.757,-119.715,1986,7,836.55,19.89,464.04,305.55,39.96,7.11,80950565.34,3986874.18,177236.253,1180744.56,45703.8792,59112.4581,45647.271,48668.5143,62015.922,512703.072,545224.734,22529.3058,0
61,122,CA3883011980819860716,FREDRICKSBURG,38.83,-119.808,1986,7,1455.57,1.35,387.18,689.22,313.02,64.8,147399761.9,7800798.33,285688.008,2175827.76,78877.3077,122606.1054,95296.959,88684.7472,139131.513,870661.539,788593.581,66163.4631,1
62,112,CA3518512041619860826,RANCHITA,35.185,-120.416,1986,8,766.44,0.27,504.09,247.23,2.52,12.33,62509786.56,3395786.58,114939.612,928427.04,33144.237,54400.8024,42843.978,38047.7988,63908.514,358401.87,299054.682,32246.3502,1
63,119,CA3687111893619860909,DEER,36.871,-118.936,1986,9,4434.48,28.53,974.43,1979.55,1429.74,22.23,547116691.1,27295623.9,1174465.449,7993432.08,305167.0068,409233.8997,315315.351,327981.2967,434534.49,3426055.524,3558472.434,168236.0298,2
64,114,CA3635212179519861106,BOTTCHER,36.352,-121.795,1986,11,1085.13,0.09,453.15,443.16,172.62,16.11,134255958.8,6580034.19,296175.258,1956522.96,76005.9459,97150.0896,74921.895,80656.6914,101208.663,854137.989,916691.175,35854.9713,0
65,115,CA3637812142519861106,RIVER,36.378,-121.425,1986,11,1866.69,0.36,679.68,882.81,295.11,8.73,178419516.5,9628226.28,333374.418,2640720.96,93493.2312,153568.0134,118962.054,106839.7722,176582.808,1033109.064,887360.436,88569.0576,6
66,144,CA3623312044519870519,NUNEZ,36.233,-120.445,1987,5,640.8,77.85,111.51,259.83,3.42,188.19,13254051.6,750103.2,20500.938,210605.76,10019.5956,12226.0878,13503.186,11555.4186,20416.428,67185.324,33070.464,9202.518,0
67,145,CA3630012029019870514,STATECA 17,36.3,-120.29,1987,5,879.12,0.81,57.51,729.99,71.73,19.08,13543290.54,749660.31,21126.015,221011.2,12109.6917,11952.2493,15429.132,13676.8725,22952.727,67753.179,29936.943,9142.1253,0
68,151,CA3751312135519870507,GERBER,37.513,-121.355,1987,5,566.37,0.0,167.49,396.18,2.52,0.18,27108699.84,1535242.05,44595.45,412203.6,15599.9205,25247.8728,21988.773,18370.4814,33637.221,145316.547,95930.937,17408.6883,1
69,150,CA3721711931119870622,UNNAMED,37.217,-119.311,1987,6,584.28,0.0,170.1,291.96,118.08,4.14,64121602.5,3309783.12,130104.693,941862.96,34810.551,51028.2333,39370.689,38381.5323,56179.98,388767.618,375653.916,24842.052,0
70,158,CA3801911975119870628,FROG,38.019,-119.751,1987,6,1396.35,50.13,718.56,494.73,131.67,1.26,125920685.5,6241213.35,272794.95,1839898.8,71126.1855,93029.0184,72299.799,76086.9162,98966.583,792354.681,831145.131,36985.6449,0
71,167,CA3968012006219870613,BALLS CANYON 2,39.68,-120.062,1987,6,520.56,0.36,151.56,234.81,127.26,6.57,41628654.9,2455788.51,63561.123,625433.76,19950.9993,41628.4533,32255.1,24756.1677,51030.999,217016.631,129139.515,30333.7845,0
72,169,CA3975012017819870613,USFS 10,39.75,-120.178,1987,6,514.62,0.63,247.14,214.29,9.27,43.29,41327564.22,2353908.6,68652.585,618282.0,20846.745,38984.8509,30551.409,24960.2427,47199.348,224622.846,157794.696,26316.4464,1
73,143,CA3600012102719870707,UNNAMED,36.0,-121.027,1987,7,878.67,8.1,667.26,199.89,3.33,0.09,72995389.38,4059163.44,128134.125,1086404.4,37363.6998,66144.9861,51460.137,43807.9347,78185.196,408591.522,317302.668,41834.3976,0
74,153,CA3766611959519870723,LOST BEAR,37.666,-119.595,1987,7,738.0,0.45,336.42,330.48,70.65,0.0,70813132.2,3458749.14,157050.684,1031258.88,40148.0586,50914.6524,39207.834,42501.4632,52745.958,451954.71,488204.226,18348.849,0
75,159,CA3878911982219870729,ACORN,38.789,-119.822,1987,7,2567.16,11.43,749.34,766.53,948.24,91.62,255917184.1,13436131.68,503481.708,3771891.36,137638.3392,209898.6912,162831.132,153775.2456,236055.924,1524454.416,1410816.168,109819.0044,1
76,141,CA3536512051719870804,PILITAS,35.365,-120.517,1987,8,428.4,1.35,94.95,300.06,31.68,0.36,38701965.06,2128628.52,69569.235,574729.2,19958.0814,34420.8807,26707.275,23179.9473,40245.876,219435.642,177349.32,21075.3432,0
77,142,CA3576511828619870830,FAY,35.765,-118.286,1987,8,4117.86,1.44,1534.23,1582.29,738.09,261.81,409410352.4,21744931.14,787951.998,6048797.76,218883.6054,342678.6306,266931.9,246790.9674,390919.338,2408570.154,2158523.37,187513.2558,0
78,146,CA3641011879419870829,CASE,36.41,-118.794,1987,8,2009.25,0.0,469.17,898.74,638.82,2.52,269796874.3,13225015.53,595191.438,3930906.96,152471.7297,195295.4532,150313.797,161814.2346,203060.169,1716635.511,1842891.453,72069.2559,0
79,147,CA3684611939119870831,RED MOUNTAIN,36.846,-119.391,1987,8,1761.12,0.0,297.72,1440.0,17.64,5.76,143767753.0,8354482.11,228216.051,2153733.12,69868.4769,140262.8985,108483.66,85426.7985,170015.355,764299.791,494117.235,98856.3249,0
80,148,CA3689911932019870801,UNNAMED,36.899,-119.32,1987,8,919.89,0.09,416.25,372.87,126.9,3.78,110372364.4,5466790.98,239633.406,1610737.92,61902.5958,81458.1738,62741.916,66183.4386,85775.058,695730.042,732710.394,32102.3142,0
81,149,CA3694211921919870801,UNNAMED,36.942,-119.219,1987,8,533.79,0.09,244.98,258.3,29.25,1.17,62873881.92,3136042.44,135024.426,918515.52,35063.82,47008.827,36205.902,37678.7538,49881.528,393821.352,409277.988,19296.0144,0
82,152,CA3761311891419870830,LAUREL,37.613,-118.914,1987,8,452.52,4.59,154.71,225.54,66.33,1.35,49445383.32,2530961.01,101725.956,725652.72,27113.7609,38756.025,29996.415,29701.854,42458.445,302094.351,297112.905,18197.8659,0
83,154,CA3773211993719870830,LARSON,37.732,-119.937,1987,8,19930.05,32.67,4785.84,7645.14,7434.54,31.86,2621889918.0,129281358.2,5732338.59,38234941.2,1475095.981,1918940.605,1477257.327,1572040.921,2009288.619,16594775.07,17625442.56,735536.1357,0
84,155,CA3779612006019870830,HAMM,37.796,-120.06,1987,8,15918.3,93.87,2373.48,5738.4,7529.22,183.33,1931509809.0,97119789.93,4094287.758,28257014.16,1071612.138,1465655.44,1130597.541,1158346.586,1571276.097,12006636.33,12275103.79,629188.6743,0
85,156,CA3791712013219870831,PAPER,37.917,-120.132,1987,8,19949.04,166.5,3870.18,7263.81,8266.23,382.32,2406114554.0,121186437.8,5085830.106,35214181.92,1334417.49,1831348.715,1414259.226,1444201.875,1969049.736,14931481.79,15208282.94,793539.3888,0
86,161,CA3904112055819870831,BIG,39.041,-120.558,1987,8,424.44,10.71,72.72,174.06,166.86,0.09,61760852.28,2996830.44,138332.736,898449.12,35165.07,43859.5092,33739.884,37055.8044,45029.952,396493.38,433310.796,15081.8976,0
87,164,CA3944912076419870829,PALMER,39.449,-120.764,1987,8,863.19,0.18,180.0,307.53,371.88,3.6,125229346.6,6123077.19,277307.244,1823946.48,70924.3371,90219.5946,69455.061,75136.9968,93551.787,798546.573,861065.739,32741.9397,0
88,166,CA3955112096819870829,INDIAN,39.551,-120.968,1987,8,3563.37,0.0,419.4,1033.65,2093.76,16.56,532203769.3,25995742.02,1180293.435,7750321.2,301656.7764,382689.1647,294613.965,319347.7893,396354.006,3396699.252,3669140.43,137934.3222,0
89,168,CA3968312107719870831,ASSIST P.N.F.,39.683,-121.077,1987,8,499.05,0.0,66.51,114.12,316.98,1.44,76145929.74,3708520.83,169615.719,1108370.88,43247.1609,54453.4317,41907.888,45689.8365,56182.923,487250.775,529066.467,19230.6033,0
90,172,CA4010812030519870830,CLARK,40.108,-120.305,1987,8,15860.79,24.57,5331.6,5783.13,3358.62,1362.87,1705379755.0,87791881.68,3470195.7,25080487.2,938715.9336,1350163.562,1054548.396,1032628.248,1501186.716,10348928.71,10014993.5,653069.1924,1
91,139,CA3512811868019870911,UNNAMED,35.128,-118.68,1987,9,1328.76,0.18,496.8,823.41,6.21,2.16,143350907.0,7385714.46,291825.954,2104800.48,77883.957,113703.2442,87653.7,85752.1458,124853.346,870801.246,845257.95,54887.6358,0
92,140,CA3516711873119870911,UNNAMED,35.167,-118.731,1987,9,493.65,0.0,209.07,276.12,8.46,0.0,52241298.12,2706526.71,105294.996,767981.52,28319.8779,41847.975,32345.685,31313.502,46319.175,315514.701,302062.635,20714.2569,0
93,157,CA3793111987719870903,JARREL,37.931,-119.877,1987,9,710.19,0.36,188.01,374.76,141.93,5.13,95453303.22,4697167.32,209320.263,1391690.16,53818.515,69597.3627,53613.783,57273.7005,72757.548,605191.914,645023.952,26349.2784,9
94,229,CA3547911989719880619,TWISSLEMAN,35.479,-119.897,1988,6,738.63,183.69,41.31,498.06,14.4,1.17,15482723.4,902358.09,22761.27,243183.6,10422.3753,15051.204,15120.621,12346.0254,23320.629,77207.823,35073.189,11642.4675,0
95,234,CA3668912074319880620,LIGHTNING9,36.689,-120.743,1988,6,1568.79,159.3,405.45,832.68,155.07,16.29,37172224.26,2091222.36,59074.443,585160.56,26913.1158,33999.2415,36098.667,31018.5513,54499.068,191997.234,105033.888,24842.6352,0
96,239,CA3790412042919880626,LIGHTNING 84 (STENT,37.904,-120.429,1988,6,468.27,11.07,150.57,276.21,30.24,0.18,47222931.24,2491673.4,92146.158,695993.76,25139.8656,39080.7486,30141.594,28206.081,43892.604,280120.176,256589.316,20791.9548,0
97,240,CA3827012082019880628,PARDEE,38.27,-120.82,1988,6,623.07,9.99,157.95,385.29,69.84,0.0,64240926.48,3373492.14,126450.702,946081.44,34339.1202,52718.2038,40652.856,38379.7926,58946.778,382925.358,355079.574,27539.1486,0
98,257,CA3621211899819880622,LINDSAY,36.212,-118.998,1988,6,406.62,0.0,0.99,358.74,46.89,0.0,28397730.6,1724101.2,39929.868,429579.36,13374.3816,29741.6808,23283.396,17062.3296,37438.308,142109.064,68751.504,23008.158,1
99,227,CA3527812039719880717,CAMP,35.278,-120.397,1988,7,2274.3,7.65,487.89,714.78,1057.14,6.84,271337578.6,13601035.26,577946.736,3968269.92,151078.3614,204715.7388,158104.458,162933.6024,219016.926,1691275.698,1739190.222,86482.6722,0
100,230,CA3548311871319880711,UNNAMED,35.483,-118.713,1988,7,709.38,5.76,414.9,282.87,0.0,5.85,58741928.46,3347375.04,97727.841,877147.92,29161.827,55475.9253,42932.565,34986.1707,66401.424,319837.914,226365.66,37342.7892,0
101,231,CA3570411999419880702,UNNAMED,35.704,-119.994,1988,7,939.42,0.9,202.86,691.56,0.54,43.56,21385344.96,1230044.76,31932.504,339353.28,15639.894,20289.2256,21805.884,18250.308,33282.684,106711.812,48067.596,15655.7412,0
102,232,CA3574212003519880702,UNNAMED,35.742,-120.035,1988,7,1604.25,343.26,225.81,826.02,7.65,201.51,39784920.48,2346209.1,57657.132,619071.84,24687.8334,39517.7328,37304.91,29709.3492,58122.414,198279.09,90759.51,30632.6466,0
103,236,CA3687811884419880724,OBELISK,36.878,-118.844,1988,7,2479.95,32.76,934.38,1013.94,483.39,15.48,302951841.5,14940272.7,662134.374,4418527.68,170553.1698,221782.905,170889.624,181782.5706,232486.686,1917015.246,2034996.246,85128.6906,0
104,237,CA3698511863819880721,SIMPSON,36.985,-118.638,1988,7,440.01,1.98,152.64,202.5,75.42,7.47,53846668.08,2686685.22,115545.582,786889.44,30076.8318,40282.1118,31091.148,32327.9334,42854.886,337082.994,349853.202,16583.9346,0
