,Unnamed: 0,Event_ID,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),Grass_Burned(ha),CO2(kg),CO(kg),CH4(kg),NMOC(kg),SO2(kg),NH3(kg),NO(kg),NO2(kg),NOx(kg),PM2.5(kg),OC(kg),BC(kg),TSLF
16,941,CA3509311838420050709,HIGH,35.093,-118.384,2005,7,417.06,0.0,107.91,302.58,5.31,1.26,13703491.98,648240.48,30369.825,208515.6,10553.4126,9155.7621,10139.013,11040.0651,13560.48,85616.01,87073.452,3354.0516,0
17,948,CA3581011591620050722,KINGSTON,35.81,-115.916,2005,7,1512.99,0.0,771.93,698.76,0.0,42.3,10219413.24,437965.47,19889.712,193231.44,18713.7783,5114.097,18664.605,19519.776,25440.075,51921.297,20550.735,3525.6213,0
18,949,CA3592511748620050718,CHINA LAKE,35.925,-117.486,2005,7,4114.89,0.0,910.8,3188.88,4.14,11.07,59360878.62,3095704.35,101373.669,988375.68,62153.7813,46800.6183,72087.462,68060.4075,104029.407,306654.363,158583.843,33500.5749,1
19,943,CA3539211577520050803,HALLORAN,35.392,-115.775,2005,8,422.46,0.0,402.75,19.71,0.0,0.0,8911020.96,503898.39,13567.374,143236.08,7175.8071,8189.4456,9573.831,8238.8538,14435.847,44502.273,19829.619,6298.3377,0
20,951,CA3600911763520050819,UNNAMED,36.009,-117.635,2005,8,3659.67,0.27,1666.26,1991.52,0.0,1.62,65451751.74,3559466.7,106333.551,1065795.12,59224.2192,55998.5499,73358.685,66295.8081,108171.882,334498.68,167501.25,41290.7058,11
21,981,CA3500111552420060720,TOUGH NUT,35.001,-115.524,2006,7,460.17,0.0,157.5,259.83,0.72,42.12,11956738.86,572576.85,25530.795,185608.8,10029.2715,8143.1757,10018.242,10578.7161,13636.269,72452.853,68196.573,3512.5407,0
22,989,CA3598411648720060724,CALICO,36.009,-116.532,2006,7,3752.55,0.99,2900.43,848.7,0.0,2.43,50918754.96,2700974.79,82919.574,856252.08,54594.3951,41332.4856,64763.991,60159.6378,94191.687,255049.353,109192.059,31343.5377,0
23,1024,CA3599211702520060705,BUTTE 2,35.992,-117.025,2006,7,714.24,0.0,0.0,694.17,7.29,12.78,10543929.84,567486.45,16928.712,175533.84,10670.9769,8810.037,12937.347,11845.9548,18950.193,52796.223,22860.513,6700.5423,9
24,1053,CA3602211662320070414,GOLDEN,36.03,-116.594,2007,4,834.75,0.0,734.85,99.45,0.0,0.45,12576287.16,679353.3,20109.744,208889.28,12550.9698,10583.6976,15305.31,13960.4724,22460.598,62941.95,27251.73,8060.4522,2
25,1049,CA3498611843120070624,WHITE,34.986,-118.431,2007,6,4768.65,0.54,2893.86,1182.69,191.97,499.59,188749390.1,9032141.79,415068.561,2850923.52,137684.4525,129267.8379,134056.386,144698.3415,180333.351,1178488.323,1200533.859,48951.7533,37
26,1226,CA3506611841220100717,WEST,35.066,-118.412,2010,7,724.5,0.0,117.72,400.86,177.75,28.17,32772212.82,1873502.01,52569.747,500135.04,18975.1671,30996.0081,27273.942,22487.1957,41942.421,173218.329,107856.153,21936.2679,0
27,1230,CA3570811796820100718,INDIAN,35.708,-117.968,2010,7,769.32,0.63,308.88,346.95,21.42,91.44,11546529.66,551030.49,23260.599,189514.08,12422.1591,7692.6321,12781.386,13148.5293,17629.137,65718.153,50591.889,4118.1867,0
28,1231,CA3578311796620100716,SAND 2,35.783,-117.966,2010,7,440.37,0.0,115.38,211.68,18.9,94.41,6471888.3,326309.49,11835.441,107111.52,6836.8455,4793.9031,7573.248,7387.2711,10750.185,34783.641,21689.037,3123.2475,13
29,1251,CA3536411577420110828,WELLS,35.356,-115.775,2011,8,746.1,0.0,610.29,135.81,0.0,0.0,7598105.28,378197.55,13124.502,133032.24,10039.4739,5406.7608,11064.915,10799.0082,15685.299,38164.005,15720.255,4030.0101,1
30,1248,CA3507211843420110904,CANYON,35.016,-118.395,2011,9,5950.62,0.54,800.1,3485.25,1227.6,437.13,245123415.5,12132704.7,516857.049,3685024.08,165952.7028,179439.8877,172028.151,177596.9487,237610.53,1499446.404,1463596.434,79408.2978,0
31,1249,CA3511711878320110910,COMANCHE,35.117,-118.759,2011,9,10507.5,42.48,1737.18,7479.27,1247.94,0.63,189068350.7,8698466.88,413564.868,3016380.96,187280.3232,117806.8824,180315.684,195077.9952,241631.748,1144555.344,1060763.256,46761.5916,10
32,1277,CA3510511831220120717,SAND,35.119,-118.301,2012,7,557.82,44.82,185.49,306.9,4.86,15.75,15134183.1,715780.08,33354.171,231610.32,12006.0378,10092.5811,11599.119,12569.5125,15554.484,93996.414,94163.076,3802.428,47
33,1441,CA3584111804120160601,CHIMNEY,35.855,-118.025,2016,6,597.6,0.0,64.26,151.02,127.89,254.43,7489063.8,402715.89,12885.3,118969.2,6087.6873,6312.825,7451.631,6803.3484,10942.749,39995.343,25146.729,4295.5155,48
34,1673,CA20200622_20200626_UCM316_IVANPAH_CF00009202,IVANPAH,35.19096713,-115.1834911,2020,6,422.46,0.0,421.92,0.45,0.0,0.09,31524518.88,1925604.99,43674.102,476443.44,14492.5947,33350.5368,25807.851,18661.4226,41689.323,156828.573,73451.079,26005.4541,1
35,1682,CA20200729_20200804_UCM333_NADEAU_CF00011339,NADEAU,36.01384218,-117.4633597,2020,7,3696.93,0.0,932.67,2697.57,30.87,35.82,280807918.2,16900117.83,405986.562,4234058.64,131683.4415,290067.4512,224858.691,166805.2602,360072.675,1425373.497,746182.179,220090.8645,1
36,1672,CA20200815_20200912_UCM314_DOME_CF00012356,DOME,35.2935454,-115.5846521,2020,8,17861.22,0.63,7155.81,10670.4,0.27,34.11,1323082093.0,80752706.46,1837263.582,19994365.44,609078.0546,1397913.964,1082047.968,783539.145,1747069.398,6589117.278,3105399.222,1088527.869,0
