,Unnamed: 0,Event_ID,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),Grass_Burned(ha),CO2(kg),CO(kg),CH4(kg),NMOC(kg),SO2(kg),NH3(kg),NO(kg),NO2(kg),NOx(kg),PM2.5(kg),OC(kg),BC(kg),TSLF
12,89,CA3985112177219850611,ROCK CREEK,39.851,-121.772,1985,6,472.68,0.09,162.9,256.41,53.28,0.0,56613523.86,2817498.69,122004.297,826799.04,31633.6167,42153.7779,32471.712,33937.7859,44628.165,355321.737,370835.613,17085.8367,1
13,84,CA3809512075419850704,GANN,38.095,-120.754,1985,7,407.52,0.09,73.8,277.02,56.61,0.0,43964083.44,2299235.31,87181.704,647034.48,23582.4615,35816.5422,27615.645,26271.1908,39893.391,263148.561,246534.255,18409.3713,0
14,88,CA3976912001319850708,HAL JNCT 2,39.769,-120.013,1985,7,961.2,0.9,237.15,590.4,101.34,31.41,76879960.92,4469955.03,121739.922,1152746.64,37585.0935,75061.2096,58345.515,45943.1514,91436.283,408035.313,261908.235,53046.8109,0
15,90,CA4029612006919850716,UNNAMED,40.296,-120.069,1985,7,668.07,0.0,636.12,30.78,0.0,1.17,37962042.48,2308439.88,52906.752,575936.64,18243.522,39842.8128,31663.692,23234.004,50884.092,188898.156,88210.548,31045.3956,0
16,93,CA4059212068919850708,MURRER,40.592,-120.689,1985,7,485.19,8.19,131.22,169.38,156.24,20.16,59183835.48,2952160.11,126998.28,865227.6,33165.0927,44247.6306,34270.605,35640.4104,47230.803,370424.601,384250.455,18219.5181,0
17,94,CA4080812321419850726,TRELOAR COMPLEX,40.808,-123.214,1985,7,1650.69,0.0,869.58,414.9,365.49,0.72,187604157.1,9195766.29,412985.061,2739496.32,107636.7735,135721.0143,106380.9,114255.9207,143882.109,1191053.529,1272100.725,50582.6487,0
18,95,CA4095612245219850718,DELTA,40.956,-122.452,1985,7,670.95,4.14,92.97,133.11,440.73,0.0,90780673.86,4409522.01,203021.775,1320811.2,51648.0687,64594.1997,49691.826,54464.0697,66403.125,582271.425,635213.529,22379.1687,1
19,85,CA3844612209319850831,MILLER,38.446,-122.093,1985,8,819.27,0.0,283.32,463.23,50.94,21.78,49103706.78,2643856.11,90685.107,736496.64,28409.0841,41984.3673,35649.684,32237.7633,52708.995,280701.207,231022.251,24885.1881,0
20,92,CA4034312052019850807,BASS HILL,40.343,-120.52,1985,8,1009.89,37.44,915.66,53.46,3.15,0.18,79357691.52,4546644.12,130401.396,1185808.32,39108.1716,75626.874,58445.064,47169.0036,90738.036,429390.828,297108.396,51558.6204,1
21,86,CA3880512252719850907,HIDDEN VALLEY,38.805,-122.527,1985,9,827.1,0.0,672.48,144.27,10.35,0.0,51323638.14,3055787.82,76114.125,774673.2,24960.5244,52074.0333,41079.411,31159.0791,65258.838,263330.316,145172.754,38877.9678,1
22,99,CA3874612210319851008,BALD MT.,38.746,-122.103,1985,10,2162.25,15.66,12.96,1913.31,182.97,37.35,159760031.0,8028360.99,335160.072,2362872.24,95471.1567,120803.031,101276.613,103134.9132,141110.127,982475.721,977142.807,53859.7233,9
23,123,CA4037712021119860718,WENDEL,40.377,-120.211,1986,7,663.21,0.0,460.08,201.78,0.0,1.35,39236439.78,2376217.98,55057.491,596779.92,19452.0888,40889.0187,33107.625,24571.1673,52988.526,195517.728,91794.69,31791.3246,9
24,160,CA3895812277519870416,UNNAMED,38.958,-122.775,1987,4,722.7,0.0,532.35,188.91,0.9,0.54,52480613.34,3108694.23,79073.001,790355.52,25384.1913,52817.5899,41336.622,31571.5599,65509.155,271562.391,156042.783,38932.1793,2
25,167,CA3968012006219870613,BALLS CANYON 2,39.68,-120.062,1987,6,520.56,0.36,151.56,234.81,127.26,6.57,41628654.9,2455788.51,63561.123,625433.76,19950.9993,41628.4533,32255.1,24756.1677,51030.999,217016.631,129139.515,30333.7845,0
26,169,CA3975012017819870613,USFS 10,39.75,-120.178,1987,6,514.62,0.63,247.14,214.29,9.27,43.29,41327564.22,2353908.6,68652.585,618282.0,20846.745,38984.8509,30551.409,24960.2427,47199.348,224622.846,157794.696,26316.4464,0
27,181,CA4062412045019870627,BLACKS,40.624,-120.45,1987,6,459.9,1.44,452.61,5.04,0.0,0.81,34531276.5,2074770.72,50163.309,520487.28,16217.1342,35574.4989,27568.881,20507.6475,44104.716,175687.866,93085.524,26903.124,1
28,196,CA4146512132219870715,QUAKING,41.465,-121.322,1987,7,1787.22,11.34,585.09,1168.29,22.32,0.18,172874743.9,9470928.42,313566.984,2563642.08,88978.2642,152741.4228,117913.95,103029.6312,177179.994,985283.262,809009.01,92267.7894,1
29,156,CA3791712013219870831,PAPER,37.917,-120.132,1987,8,19949.04,166.5,3870.18,7263.81,8266.23,382.32,2406114554.0,121186437.8,5085830.106,35214181.92,1334417.49,1831348.715,1414259.226,1444201.875,1969049.736,14931481.79,15208282.94,793539.3888,0
30,161,CA3904112055819870831,BIG,39.041,-120.558,1987,8,424.44,10.71,72.72,174.06,166.86,0.09,61760852.28,2996830.44,138332.736,898449.12,35165.07,43859.5092,33739.884,37055.8044,45029.952,396493.38,433310.796,15081.8976,0
31,164,CA3944912076419870829,PALMER,39.449,-120.764,1987,8,863.19,0.18,180.0,307.53,371.88,3.6,125229346.6,6123077.19,277307.244,1823946.48,70924.3371,90219.5946,69455.061,75136.9968,93551.787,798546.573,861065.739,32741.9397,0
32,165,CA3954212303919870831,MENDENHALL,39.542,-123.039,1987,8,21916.26,18.18,4354.2,7787.43,9403.47,352.98,1828074430.0,94964831.01,3642246.126,27054987.12,1033292.575,1469520.36,1188943.785,1143573.147,1707406.425,10938229.73,10213184.39,749997.4239,0
33,166,CA3955112096819870829,INDIAN,39.551,-120.968,1987,8,3563.37,0.0,419.4,1033.65,2093.76,16.56,532203769.3,25995742.02,1180293.435,7750321.2,301656.7764,382689.1647,294613.965,319347.7893,396354.006,3396699.252,3669140.43,137934.3222,0
34,168,CA3968312107719870831,ASSIST P.N.F.,39.683,-121.077,1987,8,499.05,0.0,66.51,114.12,316.98,1.44,76145929.74,3708520.83,169615.719,1108370.88,43247.1609,54453.4317,41907.888,45689.8365,56182.923,487250.775,529066.467,19230.6033,0
35,171,CA4009212322519870831,TRAVIS,40.092,-123.225,1987,8,4680.72,2.88,1935.18,1713.78,877.86,151.02,425700929.5,21772633.95,872930.592,6274502.64,240886.7919,332862.2406,266313.213,263591.9676,376913.655,2590943.337,2521768.167,158038.8489,0
36,172,CA4010812030519870830,CLARK,40.108,-120.305,1987,8,15860.79,24.57,5331.6,5783.13,3358.62,1362.87,1705379755.0,87791881.68,3470195.7,25080487.2,938715.9336,1350163.562,1054548.396,1032628.248,1501186.716,10348928.71,10014993.5,653069.1924,0
37,173,CA4040412333919870830,FLUME,40.404,-123.339,1987,8,4935.33,3.33,1958.22,1915.83,1052.28,5.67,443333293.4,21820629.24,965422.125,6507788.4,261440.6058,322871.2461,262441.557,278419.8627,357412.176,2791364.382,2926442.448,126040.4676,0
38,174,CA4044812339819870830,WALLOW,40.448,-123.398,1987,8,1385.64,5.94,953.1,347.94,78.48,0.18,162796700.0,7942622.67,361293.111,2372915.52,93031.1361,116775.6237,90701.496,98420.2317,121934.835,1038976.911,1121843.979,41967.1881,0
39,175,CA4048312320019870830,PEANUT,40.483,-123.2,1987,8,2455.38,0.81,610.56,1044.18,792.09,7.74,221625222.5,11104179.57,469610.91,3259962.0,128419.4709,166854.6396,134789.409,138448.737,186980.589,1373812.083,1393180.641,71897.2011,0
40,176,CA4050112330719870830,FRIENDLY,40.501,-123.307,1987,8,1406.34,1.35,500.58,537.57,366.48,0.36,83730521.16,4106473.74,181208.304,1242895.68,53302.6926,60406.9776,53641.746,56685.3228,73160.442,522648.018,535890.654,24261.5142,0
41,177,CA4052712339819870830,COLD,40.527,-123.398,1987,8,5987.79,12.87,3605.13,1785.42,580.86,3.51,594799701.3,29148680.25,1307572.155,8700537.6,345324.2535,429948.7065,341773.47,366568.2765,462568.725,3770414.505,4012122.105,161268.8535,0
42,178,CA4057812346719870830,JESSIE,40.578,-123.467,1987,8,1412.19,7.11,509.94,588.42,299.7,7.02,176144427.5,8579576.34,391967.469,2566273.68,100637.6616,125961.4737,97660.287,106341.8931,131014.854,1126042.992,1220000.958,44704.9998,0
43,179,CA4058812355519870830,BLAKE,40.588,-123.555,1987,8,615.51,0.09,68.67,138.96,395.19,12.6,40535601.66,2097632.7,80685.747,603825.84,24105.9024,32311.5399,27487.161,26572.7925,39355.146,241632.504,222898.554,16591.4082,0
44,180,CA4060612338819870830,TRINITY,40.606,-123.388,1987,8,542.34,0.72,332.28,172.08,37.26,0.0,67032408.42,3260937.6,149457.123,976307.76,38303.3466,47824.2207,37042.335,40438.9953,49616.496,429035.31,465964.02,16816.3164,0
45,182,CA4065412339719870830,BEAR,40.654,-123.397,1987,8,2131.65,8.19,907.92,935.82,252.63,27.09,201965831.5,9955648.44,439385.175,2961327.6,117907.9038,147549.4947,118652.823,125681.8005,161752.788,1271661.066,1333826.352,57794.4072,0
46,183,CA4065812346619870830,GULCH,40.658,-123.466,1987,8,2652.3,16.74,689.76,956.97,970.56,18.27,226355381.3,11231162.19,486298.782,3330149.04,133583.2947,167305.8528,136972.971,143049.9546,188220.483,1413388.773,1455373.359,68782.5621,0
47,184,CA4078012142619870831,LOST,40.78,-121.426,1987,8,9549.45,1528.92,1922.22,4527.72,1462.23,108.36,930824421.7,47972408.04,1893493.251,13670799.12,506382.759,738681.0003,570386.475,557651.9997,812711.664,5651437.554,5478508.8,357310.3932,0
48,185,CA4083712302219870830,EAST,40.837,-123.022,1987,8,4261.5,1.89,1926.9,1269.36,1062.54,0.81,472870466.8,23827546.62,997826.229,6927486.48,263835.8172,360142.2153,280123.875,285630.5187,390301.794,2930446.332,2974916.61,156961.7874,0
49,186,CA4090212304019870830,RIPSTEIN,40.902,-123.04,1987,8,1376.19,0.72,544.32,371.97,459.18,0.0,132507605.7,6978353.31,258937.101,1955956.32,71602.7949,109251.6291,85382.046,80172.4023,124114.707,785995.155,719401.419,58010.5665,0
50,188,CA4105412315719870830,CHINA,41.054,-123.157,1987,8,3695.76,0.0,1333.62,1425.06,937.08,0.0,427020581.5,20891745.36,942242.22,6237000.0,246184.3152,307796.0364,242257.428,260996.5188,327041.064,2714212.368,2905323.192,113561.6904,0
51,189,CA4110812319119870830,ST.CLAIRE,41.111,-123.184,1987,8,3459.24,6.57,1827.18,1325.07,299.25,1.17,432483069.1,21120476.94,958866.867,6301783.44,246186.4032,310818.5739,240490.017,260606.0169,323577.99,2759085.432,2977314.858,112190.9382,0
52,190,CA4119312328919870830,HOTELLING,41.193,-123.289,1987,8,7129.53,19.44,3616.56,2276.73,1209.24,7.56,830144679.8,40710889.17,1827043.362,12116719.44,474439.4973,601184.304,469220.805,503759.079,634803.885,5270865.867,5631485.985,224240.7483,0
53,191,CA4119812272519870831,DOE,41.198,-122.725,1987,8,995.22,3.06,352.17,304.83,335.16,0.0,98574744.24,5007647.34,204963.228,1447875.36,55155.0654,76175.9496,59863.95,60066.0684,84130.758,605379.474,602030.07,34747.7418,0
54,192,CA4123912321119870830,GLASGOW,41.239,-123.211,1987,8,5462.37,17.82,2311.38,1637.91,1486.35,8.91,475053979.5,24508659.33,959531.193,7012769.76,267303.2607,377303.3343,302174.208,294381.2079,431185.761,2866390.785,2733095.637,186257.5875,0
55,193,CA4135112309619870831,NIELON,41.351,-123.096,1987,8,627.84,0.09,247.86,154.26,225.63,0.0,78144424.56,3914103.24,166683.006,1142478.72,43473.384,58878.4338,45397.17,46858.8942,62832.024,487525.104,502351.38,24751.4112,0
56,194,CA4139712116519870831,LIGHTNING 120 (CRANK),41.397,-121.165,1987,8,1435.77,0.36,276.57,420.12,737.73,0.99,186958038.2,9446628.69,393244.866,2736663.12,103188.3165,143147.0304,110276.901,111945.735,154038.861,1157091.723,1171767.969,62989.9803,0
57,195,CA4141212331619870830,YELLOW 2,41.412,-123.316,1987,8,21702.78,85.32,12484.08,5832.63,3293.64,7.11,2503788632.0,123428213.1,5471763.057,36541178.64,1416748.964,1831337.976,1419140.439,1509694.768,1930487.202,15837824.56,16796589.79,703374.381,0
58,197,CA4163812338919870830,KING TITUS,41.638,-123.389,1987,8,28891.89,146.52,15609.06,9058.77,4076.46,1.08,3485703139.0,170708983.0,7699232.052,50786108.64,1973034.848,2518804.159,1940732.262,2092625.032,2619171.774,22193322.93,23856851.72,924499.989,0
59,198,CA4165612314419870830,KELSEY,41.656,-123.144,1987,8,1489.95,0.45,611.55,696.15,181.8,0.0,167870766.1,8582514.66,346039.713,2463366.96,92191.7808,131292.6345,101673.387,100899.0963,143745.138,1026736.344,1012272.318,61322.0562,0
60,200,CA4175612352619870830,TEN BALD,41.756,-123.526,1987,8,7946.28,1.98,2617.02,3783.33,1543.86,0.09,809394699.1,42121988.1,1619133.327,11903095.44,436060.2564,653638.8159,504006.561,483886.1565,724778.226,4868425.044,4615804.854,329341.8762,0
61,201,CA4175812328419870830,GULCH,41.758,-123.284,1987,8,4442.58,6.21,2264.22,1694.61,477.54,0.0,573902748.2,28056449.88,1271137.041,8358703.92,325098.0018,413334.6417,318232.665,344369.6703,428562.576,3660061.878,3947619.6,149851.2276,0
62,202,CA4179312283119870830,BEARCAT,41.793,-122.831,1987,8,1157.13,2.07,497.88,533.88,123.21,0.09,124057472.8,6499924.29,245136.186,1826734.32,66545.0685,101393.4708,78306.165,74237.0202,113311.089,741002.139,690590.385,52531.8327,0
63,203,CA4181712327419870830,CHINA,41.817,-123.274,1987,8,1189.8,0.54,567.99,430.92,190.35,0.0,137196467.8,6835702.95,294864.939,2005822.08,77069.1573,102350.4993,79412.832,82753.2945,109318.167,859399.803,892962.423,41909.5989,0
64,204,CA4183412334819870830,SLATER,41.834,-123.348,1987,8,2364.66,1.08,704.07,999.81,659.52,0.18,264479023.1,13398906.87,553496.994,3875737.68,146387.0007,203447.916,157601.547,159117.1218,220782.483,1631628.945,1640236.203,90955.8261,0
65,205,CA4184912355119870830,ELK LICK,41.849,-123.551,1987,8,587.61,1.71,238.77,292.95,54.18,0.0,50348984.4,2687113.89,96167.232,743469.84,26545.1697,42511.9482,32806.755,30061.7028,48251.241,295142.679,262153.305,23580.6615,0
66,206,CA4189812322019870830,FORT COPPER,41.898,-123.22,1987,8,14703.48,10.17,5107.86,5863.32,3721.86,0.27,1697657067.0,86168098.62,3542532.858,24880131.36,936897.741,1310455.939,1013608.332,1019820.544,1422621.306,10456730.19,10475723.36,590938.1838,0
67,207,CA4193012339419870830,THOMPSON,41.93,-123.394,1987,8,2086.38,16.47,1090.89,767.52,209.79,1.71,254479267.3,12534827.13,557060.103,3711915.36,143666.3367,185870.6145,143535.69,152998.7805,195033.825,1611570.393,1713395.745,70896.0987,0
68,208,CA4199712363419870830,LONGWOOD,41.997,-123.634,1987,8,2300.13,0.0,579.42,834.21,886.5,0.0,255180765.1,12993052.95,529979.679,3739848.48,139996.2573,198130.3641,152693.82,152754.0849,214972.083,1567871.955,1562204.295,90571.2777,1
69,162,CA3935312277119870901,FOUTS,39.353,-122.771,1987,9,6836.76,4.32,2005.56,2760.48,1821.42,244.98,540679519.4,28386496.98,1056758.598,8016276.96,303229.8342,442908.6246,358404.876,338286.4398,519515.262,3200328.522,2907681.354,235729.4778,0
70,163,CA3941712307519870929,LAUDER,39.417,-123.075,1987,9,826.38,0.0,92.61,313.56,344.88,75.33,87858277.38,4364363.43,189066.951,1288329.12,50630.3973,65130.0417,51915.42,54254.6073,71330.571,549943.803,569902.095,26580.1041,0
71,170,CA4009112291519870902,LAZYMAN,40.091,-122.915,1987,9,605.25,0.09,407.25,174.06,23.76,0.09,57033321.84,2904227.19,117959.4,839098.8,32134.0203,44252.7318,35112.969,35053.2468,49475.475,349001.325,344085.651,20508.2253,0
72,187,CA4099312310719870901,STRAUSE,40.993,-123.107,1987,9,2589.75,6.57,938.88,863.01,781.02,0.27,292468380.5,14795875.08,613458.972,4285247.04,162139.59,224393.1948,173913.912,176052.87,243283.932,1806592.356,1821206.628,99632.9556,0
73,199,CA4174812318019870901,LAKE,41.748,-123.18,1987,9,7453.89,13.32,5158.89,1858.23,420.12,3.33,853394461.7,42325640.1,1848319.137,12461217.84,479317.2624,631348.0425,487715.787,512966.7603,667864.818,5370894.648,5637202.398,251186.9778,9
74,239,CA3790412042919880626,LIGHTNING 84 (STENT,37.904,-120.429,1988,6,468.27,11.07,150.57,276.21,30.24,0.18,47222931.24,2491673.4,92146.158,695993.76,25139.8656,39080.7486,30141.594,28206.081,43892.604,280120.176,256589.316,20791.9548,0
75,240,CA3827012082019880628,PARDEE,38.27,-120.82,1988,6,623.07,9.99,157.95,385.29,69.84,0.0,64240926.48,3373492.14,126450.702,946081.44,34339.1202,52718.2038,40652.856,38379.7926,58946.778,382925.358,355079.574,27539.1486,1
76,241,CA3827912046919880719,MASON,38.279,-120.469,1988,7,1680.57,2.34,609.12,696.6,370.71,1.8,201138244.4,10089546.84,428076.585,2940915.6,111657.7098,151966.8621,117046.017,120484.0107,162246.996,1253318.382,1288092.888,64365.5376,0
77,242,CA3833812046719880721,BRIDGE,38.338,-120.467,1988,7,2740.95,5.67,658.08,922.14,1153.35,1.71,381005913.4,18626507.37,843925.851,5548885.92,215734.1751,274417.3125,211168.854,228523.0761,284373.801,2429987.913,2621223.081,99467.1459,1
78,245,CA3879412296619880824,RIVER,38.794,-122.966,1988,8,585.99,0.0,337.59,194.22,53.01,1.17,40885956.9,2232314.19,74043.495,610293.6,22244.8473,35863.9065,29034.936,25594.4889,43441.839,232039.143,187516.899,21809.0925,0
79,249,CA3965812261019880826,POWDERHOUSE,39.658,-122.61,1988,8,683.1,0.0,246.15,401.76,1.8,33.39,39936901.32,2279845.89,65333.25,602190.0,21277.1133,37764.2484,30996.765,25385.1786,47822.697,214539.579,143654.625,26021.0079,0
80,253,CA4076612049819880829,BRANHAM II,40.766,-120.498,1988,8,747.9,4.5,737.55,3.96,0.0,1.89,59938402.5,3490511.49,94642.137,898237.44,29060.5527,58683.1707,45385.2,35606.8683,71226.621,317795.769,203250.285,41556.9735,0
81,254,CA4086712159919880829,BURNEY FIRE,40.867,-121.599,1988,8,1228.23,2.43,103.41,259.11,861.03,2.25,171274743.7,8507469.33,370234.224,2500501.68,95818.8609,127076.2038,97851.339,102654.9648,134195.805,1076897.079,1128176.361,50924.0259,0
82,255,CA4124512068419880810,LIGHTNING 97 (BISON),41.245,-120.684,1988,8,1385.28,5.4,380.25,439.47,560.16,0.0,99126226.26,5197725.72,195639.183,1459514.16,53059.419,81132.6915,62568.351,59232.4389,90602.604,591745.626,550742.544,42139.4832,1
83,243,CA3843012209419880917,MILLER,38.43,-122.094,1988,9,14465.79,34.29,7614.36,4661.37,1881.18,274.59,1285317352.0,66544887.78,2583476.505,18962406.0,715392.7056,1027563.466,815937.507,790096.8483,1167981.498,7737998.616,7341541.038,513015.057,0
84,244,CA3861512212419880918,BLUE RIDGE,38.615,-122.124,1988,9,2076.12,0.0,797.76,773.55,356.85,147.96,131066244.7,7127754.12,237917.862,1964384.64,73990.2528,114078.3786,95279.706,84688.2198,141995.592,743092.416,597369.204,69333.5664,0
85,246,CA3887712227519880911,RUMSEY,38.877,-122.275,1988,9,564.48,0.0,151.65,318.6,89.1,5.13,45907503.48,2590201.08,77894.892,685945.44,23437.854,42621.9768,33481.152,27813.564,51380.352,252233.316,184058.388,28116.7056,0
86,247,CA3924412120719880911,49R,39.244,-121.207,1988,9,14843.25,64.53,6373.71,4665.06,3729.69,10.26,1764602844.0,87122335.59,3850392.006,25738049.52,991752.5295,1294615.555,996621.399,1057905.779,1357544.367,11155864.91,11820695.93,500223.2841,0
87,251,CA4018412304519880928,HERMIT,40.184,-123.045,1988,9,3106.26,1.44,907.74,975.78,1221.3,0.0,250216559.8,12856164.39,507529.665,3701260.8,143861.8113,197153.4699,161031.87,157899.0591,228978.387,1511556.399,1443947.895,96441.7329,0
88,252,CA4065712187419880917,FERN,40.657,-121.874,1988,9,2628.18,1.44,618.3,718.56,1272.42,17.46,363391712.8,17820675.9,801076.149,5295347.28,205408.8108,263255.9553,202756.707,218063.9835,274057.722,2311071.948,2478646.098,97464.1914,2
89,248,CA3928112277719881115,UNNAMED,39.281,-122.777,1988,11,1341.18,0.99,696.78,390.78,185.31,67.32,125559301.3,6346893.96,262785.114,1845758.88,71305.488,96120.5778,76464.846,77365.5606,106967.628,773459.28,774059.724,43031.8044,6
90,290,CA3855212199419890531,WINTERS,38.552,-121.994,1989,5,420.39,6.39,0.0,413.64,0.0,0.36,23470881.84,1262148.66,43430.724,352118.88,13633.605,20022.4872,17052.93,15454.0548,25187.706,134285.886,110774.97,11834.0118,1
91,284,CA3877412284019890608,UNNAMED,38.774,-122.84,1989,6,2067.48,2.88,1058.31,966.06,24.12,16.11,172291896.0,9105803.19,333590.418,2550760.56,94418.7759,142877.0628,113567.787,105946.515,165578.607,1015645.257,913967.523,77397.9705,1
92,283,CA3824712190119890703,UNNAMED,38.247,-121.901,1989,7,832.5,15.21,12.33,79.29,22.14,703.53,6041259.0,281540.79,11026.422,109754.64,9421.9407,3712.8492,9854.415,9969.5358,13694.211,30459.609,12178.395,2698.8885,0
93,287,CA4005612034019890708,RACK,40.056,-120.34,1989,7,1399.05,1.35,318.78,425.52,602.64,50.76,169305599.9,8567573.85,355009.086,2480407.92,93741.8337,129970.2672,100617.453,101808.423,140787.693,1045685.367,1053919.917,57760.8651,0
94,288,CA4021612045219890707,EAGLE,40.216,-120.452,1989,7,1561.05,0.81,313.92,667.98,535.32,43.02,200855777.9,10044499.86,429358.509,2936872.08,112158.756,150881.5377,116661.375,120752.9523,161209.926,1254473.136,1295524.35,62963.6238,1
95,285,CA3923712253519890827,UNNAMED,39.237,-122.535,1989,8,427.86,0.0,104.13,268.83,40.68,14.22,25543334.34,1529172.63,37030.977,387851.04,12855.9825,26125.5015,21211.254,16047.6651,33719.031,129267.279,66170.151,19886.0013,0
96,289,CA4045912280819890811,UNNAMED,40.459,-122.808,1989,8,2664.81,0.27,1870.47,624.24,145.71,24.12,213380224.9,11905189.47,371354.58,3181122.0,109813.5999,194406.3414,152367.057,129043.1844,231980.355,1188320.265,907327.503,124394.0589,1
97,286,CA3984112063819890906,LAYMAN,39.841,-120.638,1989,9,1876.05,0.9,393.66,597.06,841.32,43.11,243775527.1,12025543.86,532425.258,3556481.76,137436.7518,178550.9442,137852.784,146519.5554,187628.022,1541770.002,1634808.186,68735.0034,9
98,306,CA3896112250819900627,EAGLE,38.961,-122.508,1990,6,1015.11,11.34,872.82,124.83,1.44,4.68,79865143.38,4646931.84,126286.371,1197310.32,38922.705,78074.2647,60578.559,47625.7689,94993.992,423637.47,271344.996,55236.8196,1
99,322,CA4175612054919900712,CROWDER MOUNTAIN,41.756,-120.549,1990,7,411.3,0.0,226.98,155.34,28.98,0.0,31423328.64,1896839.01,45070.74,473893.2,14642.5257,32618.1438,25234.407,18615.168,40487.337,158924.799,81645.993,24877.4823,1
100,307,CA3969012006719900803,TOF 33,39.69,-120.067,1990,8,421.56,1.44,176.13,135.9,101.97,6.12,35002519.2,2034263.16,55524.96,524520.0,17047.7532,34153.956,26462.484,20840.6016,41469.516,185989.572,119983.356,24090.642,0
101,308,CA3979312286719900809,LINN/RECER/ELKHORN,39.793,-122.867,1990,8,1389.06,0.09,673.65,454.59,258.84,1.89,141092015.2,6946219.26,308022.633,2065127.76,81594.3348,102872.4237,81715.239,86888.3679,111162.402,890777.412,940061.106,39716.1954,0
102,309,CA3998912070119900806,WALKER,39.989,-120.701,1990,8,454.86,0.81,68.58,150.57,228.33,6.57,62422208.28,3086276.58,135882.144,910860.48,35094.6954,45914.976,35407.206,37473.9444,48311.694,394052.022,416235.834,17911.4706,0
103,311,CA4004112182419900806,CAMPBELL,40.041,-121.824,1990,8,51906.78,123.03,20231.64,23962.68,7349.67,239.76,5527785544.0,288293282.0,11011232.03,81351208.08,2980740.406,4480859.383,3464904.465,3313010.828,4992671.601,33164489.51,31245134.08,2280326.514,0
